년월,시도명,시군구명,연령대코드,결제상품명,사용빈도,year,month,year_month,행정구역
2019-04-01,경기도,포천시,50,파주 Pay(파주페이),1,2019,4,2019-04,포천시
2019-04-01,경기도,포천시,50,고양페이카드,1,2019,4,2019-04,포천시
2019-04-01,경기도,포천시,50,용인와이페이,2,2019,4,2019-04,포천시
2019-04-01,경기도,포천시,50,수원페이,5,2019,4,2019-04,포천시
2019-04-01,경기도,포천시,50,부천페이,1,2019,4,2019-04,포천시
2019-04-01,경기도,포천시,60,부천페이,1,2019,4,2019-04,포천시
2019-04-01,경기도,하남시,20,하남하머니,13,2019,4,2019-04,하남시
2019-04-01,경기도,하남시,30,하남하머니,35,2019,4,2019-04,하남시
2019-04-01,경기도,하남시,30,부천페이,1,2019,4,2019-04,하남시
2019-04-01,경기도,하남시,40,하남하머니,51,2019,4,2019-04,하남시
2019-04-01,경기도,하남시,50,수원페이,4,2019,4,2019-04,하남시
2019-04-01,경기도,하남시,50,과천화폐 과천토리,1,2019,4,2019-04,하남시
2019-04-01,경기도,하남시,50,하남하머니,45,2019,4,2019-04,하남시
2019-04-01,경기도,하남시,50,용인와이페이,2,2019,4,2019-04,하남시
2019-04-01,경기도,하남시,60,하남하머니,8,2019,4,2019-04,하남시
2019-04-01,경기도,하남시,70,하남하머니,3,2019,4,2019-04,하남시
2019-04-01,경기도,화성시,10,행복화성지역화폐,28,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,20,여주사랑카드,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,20,수원페이,4,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,20,행복화성지역화폐,193,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,30,의정부사랑카드,2,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,30,여주사랑카드,2,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,30,광주사랑카드,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,30,안산사랑상품권 다온,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,30,고양페이카드,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,30,수원페이,3,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,30,행복화성지역화폐,1499,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,여주사랑카드,2,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,용인와이페이,5,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,행복화성지역화폐,2197,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,오산화폐 오색전,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,안산사랑상품권 다온,2,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,고양페이카드,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,군포愛머니,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,광명사랑화폐,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,과천화폐 과천토리,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,수원페이,6,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,40,의정부사랑카드,5,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,50,여주사랑카드,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,50,광명사랑화폐,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,50,수원페이,13,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,50,의정부사랑카드,2,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,50,오산화폐 오색전,1,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,50,행복화성지역화폐,517,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,60,행복화성지역화폐,87,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,70,행복화성지역화폐,131,2019,4,2019-04,화성시
2019-04-01,경기도,화성시,70,수원페이,1,2019,4,2019-04,화성시
2019-05-01,경기도,가평군,10,가평사랑상품권,11,2019,5,2019-05,가평군
2019-05-01,경기도,가평군,20,가평사랑상품권,32,2019,5,2019-05,가평군
2019-05-01,경기도,가평군,30,가평사랑상품권,156,2019,5,2019-05,가평군
2019-05-01,경기도,가평군,40,가평사랑상품권,204,2019,5,2019-05,가평군
2019-05-01,경기도,가평군,50,가평사랑상품권,328,2019,5,2019-05,가평군
2019-05-01,경기도,가평군,60,가평사랑상품권,12,2019,5,2019-05,가평군
2019-05-01,경기도,고양시 덕양구,10,고양페이카드,6,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 덕양구,20,고양페이카드,276,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 덕양구,30,고양페이카드,864,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 덕양구,40,고양페이카드,1077,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 덕양구,50,고양페이카드,694,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 덕양구,60,고양페이카드,133,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,10,고양페이카드,44,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,20,오산화폐 오색전,2,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,20,고양페이카드,213,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,30,오산화폐 오색전,7,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,30,부천페이,3,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,30,고양페이카드,563,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,40,부천페이,5,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,40,오산화폐 오색전,1,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,40,고양페이카드,688,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,50,부천페이,4,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,50,고양페이카드,383,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,60,고양페이카드,79,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산동구,70,고양페이카드,11,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,10,고양페이카드,26,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,20,고양페이카드,150,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,20,오산화폐 오색전,1,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,30,고양페이카드,500,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,30,오산화폐 오색전,6,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,40,고양페이카드,674,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,40,오산화폐 오색전,9,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,50,오산화폐 오색전,2,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,50,고양페이카드,440,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,60,고양페이카드,96,2019,5,2019-05,고양시
2019-05-01,경기도,고양시 일산서구,70,고양페이카드,14,2019,5,2019-05,고양시
2019-05-01,경기도,과천시,10,과천화폐 과천토리,3,2019,5,2019-05,과천시
2019-05-01,경기도,과천시,20,과천화폐 과천토리,183,2019,5,2019-05,과천시
2019-05-01,경기도,과천시,30,과천화폐 과천토리,629,2019,5,2019-05,과천시
2019-05-01,경기도,과천시,40,과천화폐 과천토리,1032,2019,5,2019-05,과천시
2019-05-01,경기도,과천시,50,과천화폐 과천토리,596,2019,5,2019-05,과천시
2019-05-01,경기도,과천시,60,과천화폐 과천토리,93,2019,5,2019-05,과천시
2019-05-01,경기도,과천시,70,과천화폐 과천토리,25,2019,5,2019-05,과천시
2019-05-01,경기도,광명시,10,광명사랑화폐,15,2019,5,2019-05,광명시
2019-05-01,경기도,광명시,20,광명사랑화폐,400,2019,5,2019-05,광명시
2019-05-01,경기도,광명시,30,광명사랑화폐,1247,2019,5,2019-05,광명시
2019-05-01,경기도,광명시,40,광명사랑화폐,2902,2019,5,2019-05,광명시
2019-05-01,경기도,광명시,50,광명사랑화폐,2007,2019,5,2019-05,광명시
2019-05-01,경기도,광명시,60,광명사랑화폐,424,2019,5,2019-05,광명시
2019-05-01,경기도,광명시,70,광명사랑화폐,44,2019,5,2019-05,광명시
2019-05-01,경기도,광명시,80,광명사랑화폐,11,2019,5,2019-05,광명시
2019-05-01,경기도,광주시,10,광주사랑카드,20,2019,5,2019-05,광주시
2019-05-01,경기도,광주시,20,광주사랑카드,160,2019,5,2019-05,광주시
2019-05-01,경기도,광주시,30,광주사랑카드,584,2019,5,2019-05,광주시
2019-05-01,경기도,광주시,40,광주사랑카드,926,2019,5,2019-05,광주시
2019-05-01,경기도,광주시,50,광주사랑카드,641,2019,5,2019-05,광주시
2019-05-01,경기도,광주시,60,광주사랑카드,58,2019,5,2019-05,광주시
2019-05-01,경기도,광주시,70,광주사랑카드,5,2019,5,2019-05,광주시
2019-05-01,경기도,구리시,10,구리사랑카드,6,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,20,오산화폐 오색전,2,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,20,구리사랑카드,112,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,30,Thank You Pay-N,1,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,30,오산화폐 오색전,15,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,30,구리사랑카드,254,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,40,구리사랑카드,431,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,40,Thank You Pay-N,1,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,40,오산화폐 오색전,13,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,40,의정부사랑카드,1,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,50,오산화폐 오색전,5,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,50,구리사랑카드,214,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,60,구리사랑카드,48,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,60,오산화폐 오색전,1,2019,5,2019-05,구리시
2019-05-01,경기도,구리시,70,구리사랑카드,2,2019,5,2019-05,구리시
2019-05-01,경기도,군포시,10,군포愛머니,350,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,20,군포愛머니,1822,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,30,군포愛머니,5081,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,40,군포愛머니,9532,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,40,행복화성지역화폐,1,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,40,과천화폐 과천토리,1,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,50,행복화성지역화폐,1,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,50,군포愛머니,6256,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,60,군포愛머니,1794,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,70,군포愛머니,448,2019,5,2019-05,군포시
2019-05-01,경기도,군포시,80,군포愛머니,30,2019,5,2019-05,군포시
2019-05-01,경기도,남양주시,10,Thank You Pay-N,35,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,20,Thank You Pay-N,592,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,30,Thank You Pay-N,2784,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,30,양평통보,2,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,40,Thank You Pay-N,5492,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,40,양평통보,1,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,50,구리사랑카드,1,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,50,Thank You Pay-N,2685,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,50,양평통보,1,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,60,Thank You Pay-N,366,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,70,Thank You Pay-N,98,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,80,Thank You Pay-N,16,2019,5,2019-05,남양주시
2019-05-01,경기도,남양주시,90+,Thank You Pay-N,1,2019,5,2019-05,남양주시
2019-05-01,경기도,동두천시,10,동두천사랑카드,52,2019,5,2019-05,동두천시
2019-05-01,경기도,동두천시,20,동두천사랑카드,254,2019,5,2019-05,동두천시
2019-05-01,경기도,동두천시,30,동두천사랑카드,813,2019,5,2019-05,동두천시
2019-05-01,경기도,동두천시,30,하남하머니,2,2019,5,2019-05,동두천시
2019-05-01,경기도,동두천시,40,동두천사랑카드,803,2019,5,2019-05,동두천시
2019-05-01,경기도,동두천시,40,하남하머니,1,2019,5,2019-05,동두천시
2019-05-01,경기도,동두천시,50,동두천사랑카드,422,2019,5,2019-05,동두천시
2019-05-01,경기도,동두천시,60,동두천사랑카드,109,2019,5,2019-05,동두천시
2019-05-01,경기도,동두천시,70,동두천사랑카드,35,2019,5,2019-05,동두천시
2019-05-01,경기도,동두천시,80,동두천사랑카드,4,2019,5,2019-05,동두천시
2019-05-01,경기도,부천시,10,부천페이,185,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,20,부천페이,2775,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,20,군포愛머니,2,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,30,부천페이,6240,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,30,군포愛머니,9,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,40,군포愛머니,6,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,40,부천페이,8419,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,50,부천페이,4006,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,50,군포愛머니,5,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,60,군포愛머니,5,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,60,부천페이,1308,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,70,부천페이,155,2019,5,2019-05,부천시
2019-05-01,경기도,부천시,80,부천페이,33,2019,5,2019-05,부천시
2019-05-01,경기도,성남시 분당구,40,용인와이페이,1,2019,5,2019-05,성남시
2019-05-01,경기도,성남시 분당구,40,광주사랑카드,1,2019,5,2019-05,성남시
2019-05-01,경기도,성남시 수정구,30,행복화성지역화폐,1,2019,5,2019-05,성남시
2019-05-01,경기도,수원시 권선구,10,수원페이,15,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 권선구,20,수원페이,555,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 권선구,30,수원페이,1235,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 권선구,40,수원페이,1410,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 권선구,50,수원페이,1045,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 권선구,60,수원페이,104,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 권선구,70,수원페이,6,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,10,수원페이,36,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,20,수원페이,915,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,20,오산화폐 오색전,6,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,30,오산화폐 오색전,15,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,30,수원페이,1919,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,30,용인와이페이,1,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,40,수원페이,2215,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,40,오산화폐 오색전,4,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,40,용인와이페이,3,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,40,군포愛머니,1,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,40,행복화성지역화폐,1,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,50,오산화폐 오색전,3,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,50,수원페이,979,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,50,용인와이페이,2,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,60,수원페이,102,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 영통구,70,수원페이,3,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 장안구,10,수원페이,22,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 장안구,20,수원페이,534,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 장안구,30,수원페이,1339,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 장안구,40,수원페이,1734,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 장안구,50,수원페이,1195,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 장안구,60,수원페이,194,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 장안구,70,수원페이,17,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 장안구,80,수원페이,2,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 팔달구,10,수원페이,31,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 팔달구,20,수원페이,536,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 팔달구,30,수원페이,1242,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 팔달구,40,수원페이,1482,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 팔달구,50,수원페이,1316,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 팔달구,60,수원페이,157,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 팔달구,70,수원페이,33,2019,5,2019-05,수원시
2019-05-01,경기도,수원시 팔달구,80,수원페이,3,2019,5,2019-05,수원시
2019-05-01,경기도,시흥시,20,안산사랑상품권 다온,1,2019,5,2019-05,시흥시
2019-05-01,경기도,시흥시,30,부천페이,2,2019,5,2019-05,시흥시
2019-05-01,경기도,시흥시,40,부천페이,4,2019,5,2019-05,시흥시
2019-05-01,경기도,시흥시,40,안산사랑상품권 다온,1,2019,5,2019-05,시흥시
2019-05-01,경기도,시흥시,50,안산사랑상품권 다온,1,2019,5,2019-05,시흥시
2019-05-01,경기도,시흥시,50,부천페이,1,2019,5,2019-05,시흥시
2019-05-01,경기도,안산시 단원구,10,안산사랑상품권 다온,60,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 단원구,20,안산사랑상품권 다온,915,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 단원구,20,양주사랑카드,1,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 단원구,30,양주사랑카드,1,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 단원구,30,안산사랑상품권 다온,2015,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 단원구,40,안산사랑상품권 다온,3263,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 단원구,50,안산사랑상품권 다온,1999,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 단원구,60,안산사랑상품권 다온,214,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 단원구,70,안산사랑상품권 다온,23,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 단원구,80,안산사랑상품권 다온,6,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 상록구,10,안산사랑상품권 다온,31,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 상록구,20,안산사랑상품권 다온,514,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 상록구,30,안산사랑상품권 다온,1172,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 상록구,40,안산사랑상품권 다온,1765,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 상록구,50,안산사랑상품권 다온,1445,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 상록구,60,안산사랑상품권 다온,219,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 상록구,70,안산사랑상품권 다온,50,2019,5,2019-05,안산시
2019-05-01,경기도,안산시 상록구,80,안산사랑상품권 다온,1,2019,5,2019-05,안산시
2019-05-01,경기도,안성시,10,안성사랑카드,2,2019,5,2019-05,안성시
2019-05-01,경기도,안성시,20,안성사랑카드,162,2019,5,2019-05,안성시
2019-05-01,경기도,안성시,30,안성사랑카드,372,2019,5,2019-05,안성시
2019-05-01,경기도,안성시,40,안성사랑카드,623,2019,5,2019-05,안성시
2019-05-01,경기도,안성시,50,안성사랑카드,208,2019,5,2019-05,안성시
2019-05-01,경기도,안성시,60,안성사랑카드,62,2019,5,2019-05,안성시
2019-05-01,경기도,안성시,70,안성사랑카드,25,2019,5,2019-05,안성시
2019-05-01,경기도,안성시,80,안성사랑카드,6,2019,5,2019-05,안성시
2019-05-01,경기도,안양시 동안구,40,과천화폐 과천토리,1,2019,5,2019-05,안양시
2019-05-01,경기도,양주시,10,양주사랑카드,95,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,20,양주사랑카드,434,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,30,행복화성지역화폐,1,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,30,양주사랑카드,2391,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,40,양주사랑카드,4244,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,50,의정부사랑카드,1,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,50,양주사랑카드,1594,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,60,양주사랑카드,273,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,60,의정부사랑카드,1,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,70,양주사랑카드,40,2019,5,2019-05,양주시
2019-05-01,경기도,양주시,80,양주사랑카드,13,2019,5,2019-05,양주시
2019-05-01,경기도,양평군,10,양평통보,104,2019,5,2019-05,양평군
2019-05-01,경기도,양평군,20,양평통보,809,2019,5,2019-05,양평군
2019-05-01,경기도,양평군,30,양평통보,3652,2019,5,2019-05,양평군
2019-05-01,경기도,양평군,40,양평통보,5453,2019,5,2019-05,양평군
2019-05-01,경기도,양평군,50,양평통보,3542,2019,5,2019-05,양평군
2019-05-01,경기도,양평군,60,양평통보,848,2019,5,2019-05,양평군
2019-05-01,경기도,양평군,70,양평통보,154,2019,5,2019-05,양평군
2019-05-01,경기도,여주시,10,여주사랑카드,23,2019,5,2019-05,여주시
2019-05-01,경기도,여주시,20,여주사랑카드,191,2019,5,2019-05,여주시
2019-05-01,경기도,여주시,30,여주사랑카드,279,2019,5,2019-05,여주시
2019-05-01,경기도,여주시,40,여주사랑카드,525,2019,5,2019-05,여주시
2019-05-01,경기도,여주시,50,여주사랑카드,307,2019,5,2019-05,여주시
2019-05-01,경기도,여주시,60,여주사랑카드,37,2019,5,2019-05,여주시
2019-05-01,경기도,여주시,70,여주사랑카드,5,2019,5,2019-05,여주시
2019-05-01,경기도,연천군,20,연천사랑상품권,2,2019,5,2019-05,연천군
2019-05-01,경기도,연천군,30,연천사랑상품권,19,2019,5,2019-05,연천군
2019-05-01,경기도,연천군,40,연천사랑상품권,46,2019,5,2019-05,연천군
2019-05-01,경기도,연천군,50,연천사랑상품권,41,2019,5,2019-05,연천군
2019-05-01,경기도,오산시,10,오산화폐 오색전,105,2019,5,2019-05,오산시
2019-05-01,경기도,오산시,20,오산화폐 오색전,541,2019,5,2019-05,오산시
2019-05-01,경기도,오산시,30,오산화폐 오색전,1214,2019,5,2019-05,오산시
2019-05-01,경기도,오산시,40,행복화성지역화폐,7,2019,5,2019-05,오산시
2019-05-01,경기도,오산시,40,오산화폐 오색전,1835,2019,5,2019-05,오산시
2019-05-01,경기도,오산시,50,오산화폐 오색전,1100,2019,5,2019-05,오산시
2019-05-01,경기도,오산시,60,오산화폐 오색전,327,2019,5,2019-05,오산시
2019-05-01,경기도,오산시,70,오산화폐 오색전,45,2019,5,2019-05,오산시
2019-05-01,경기도,오산시,80,오산화폐 오색전,1,2019,5,2019-05,오산시
2019-05-01,경기도,용인시 기흥구,10,용인와이페이,3,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 기흥구,20,용인와이페이,385,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 기흥구,30,용인와이페이,1242,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 기흥구,40,용인와이페이,1708,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 기흥구,50,용인와이페이,628,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 기흥구,50,수원페이,2,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 기흥구,60,용인와이페이,130,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 기흥구,70,용인와이페이,17,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 기흥구,80,용인와이페이,1,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 수지구,10,용인와이페이,16,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 수지구,20,용인와이페이,343,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 수지구,30,용인와이페이,952,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 수지구,40,용인와이페이,1294,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 수지구,40,행복화성지역화폐,1,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 수지구,50,용인와이페이,354,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 수지구,60,용인와이페이,58,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 수지구,70,용인와이페이,24,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 수지구,80,용인와이페이,3,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 처인구,10,용인와이페이,9,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 처인구,20,용인와이페이,350,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 처인구,30,용인와이페이,957,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 처인구,40,용인와이페이,1035,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 처인구,50,용인와이페이,373,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 처인구,60,용인와이페이,57,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 처인구,70,용인와이페이,7,2019,5,2019-05,용인시
2019-05-01,경기도,용인시 처인구,80,용인와이페이,3,2019,5,2019-05,용인시
2019-05-01,경기도,의정부시,10,의정부사랑카드,120,2019,5,2019-05,의정부시
2019-05-01,경기도,의정부시,20,의정부사랑카드,973,2019,5,2019-05,의정부시
2019-05-01,경기도,의정부시,30,의정부사랑카드,1950,2019,5,2019-05,의정부시
2019-05-01,경기도,의정부시,40,의정부사랑카드,3068,2019,5,2019-05,의정부시
2019-05-01,경기도,의정부시,40,양주사랑카드,2,2019,5,2019-05,의정부시
2019-05-01,경기도,의정부시,50,의정부사랑카드,1804,2019,5,2019-05,의정부시
2019-05-01,경기도,의정부시,60,양주사랑카드,1,2019,5,2019-05,의정부시
2019-05-01,경기도,의정부시,60,의정부사랑카드,365,2019,5,2019-05,의정부시
2019-05-01,경기도,의정부시,70,의정부사랑카드,56,2019,5,2019-05,의정부시
2019-05-01,경기도,이천시,10,이천사랑지역화폐,1,2019,5,2019-05,이천시
2019-05-01,경기도,이천시,20,이천사랑지역화폐,195,2019,5,2019-05,이천시
2019-05-01,경기도,이천시,20,여주사랑카드,1,2019,5,2019-05,이천시
2019-05-01,경기도,이천시,30,여주사랑카드,3,2019,5,2019-05,이천시
2019-05-01,경기도,이천시,30,이천사랑지역화폐,297,2019,5,2019-05,이천시
2019-05-01,경기도,이천시,40,이천사랑지역화폐,362,2019,5,2019-05,이천시
2019-05-01,경기도,이천시,50,이천사랑지역화폐,165,2019,5,2019-05,이천시
2019-05-01,경기도,이천시,60,이천사랑지역화폐,37,2019,5,2019-05,이천시
2019-05-01,경기도,이천시,70,이천사랑지역화폐,36,2019,5,2019-05,이천시
